expletive, 8
incontrovertible, -4
proven, 3
unsure, -4
inconsequential, -4
issue, 26
patness, 8
supplied, 2
mistrial, -5
harp, 3
distinguished, 4
dwelling, 17
implementation, 4
active_voice, 3
taken, 5
unfulfilled, -3
prat, 29
eternal_sleep, 6
misexpound, -2
drawing_string, 4
appliance, 9
uninfluenced, -3
load, 132
square_off, 5
misremembered, -2
diagonal, 3
meld, 60
agitation, -6
constrained, 3
unfamiliar with, -2
riskiness, 3
sculptured, 4
benignly, 2
unscratched, -2
uncommitted, -5
felicity, 13
cut_of_meat, 3
declared, 4
wrongdoing, -5
get_out, 6
descend, 8
appointee, 3
unmanageability, -2
civility, 12
mi, 8
settling, 7
unite, 65
synthetic, 23
misdirecting, -2
artistic, 6
disembarrassed, -2
unrevengefulness, -2
can, 47
photograph, 4
pleasingness, 10
exercise, 98
run_into, 7
peevishness, 32
sheathed, 3
haste, 17
uncertainly, -2
imprudence, -5
unpresumptuousness, -2
embezzlement, -12
the_true, 10
favor, 42
lovable, 16
bewitchment, 3
unfaithfulness, -9
unbooked, -3
unamazement, -2
condole_with, 6
regretful, 9
parliamentary_procedure, 5
indiscriminating, -3
magic_trick, 20
poesy, 4
unconsidered, -3
unguardedly, -2
satisfying, 4
address, 114
brokenly, 2
undamped, -2
restful, 4
unsusceptible, -8
labyrinthine_sense, 6
unplanned, -8
crest, 10
unbeaten, -3
mallard, -6
superstar, 16
complicate, 5
mild, 4
nonalignment, -6
disrelated, -2
immigrate, -11
disassemble, -15
impersonal, -4
unnotable, -2
nondivergently, -2
attentiveness, 19
unrealistic, -16
push_button, 4
tutelage, 9
spoilable, 3
undeniable, -6
fair, 50
oath, 8
heraldic_bearing, 5
project, 10
ruler, 3
misrepresentation, -7
advise, 20
regardfully, 2
cool, 1
draw_play, 3
estimate, 81
share, 15
nonprosecution, -2
valiantly, 2
dent, 19
death, 4
hopeful, 15
foreseeing, 2
painstaking, 3
satisfactorily, 3
decorum, 9
conduce, 4
booth, 5
profundity, 44
perviousness, 9
proof, 46
appreciable, 4
indirect, -8
grammatic, 3
mismanage, -15
separable, 3
allowance_account, 5
disbelieved, -2
headache, 5
inadequacy, -25
unoften, -2
auditory_sensation, 3
indirect initiative, -2
excitation, -6
disembarrass, -3
bobble, -25
atomic_number_7, 4
pregnable, 2
inexpectancy, -2
appropriate, 39
enchanting, 3
dependence, 14
rate, 24
defrayment, 4
putrefaction, 6
unlawful, -13
objurgate, 6
infrequency, -7
finality, 4
owned, 3
demonstrability, 3
ungrown, -2
abash, 3
disciplined, 5
soundness, 25
pass_on, 9
unsteady market, -2
nonprofessional, -3
sop_up, 10
crown, 66
advantageousness, 14
stringency, 3
Union, 3
intrepid, 3
unadvised, -4
unsuitable time, -2
protection, 37
tidal_bore, 6
ashamed, 8
stair, 3
sink, 5
nonbook, -2
outcome, 8
disarm, -14
expansiveness, 11
unmetrical, -2
diadem, 3
contested, 3
commixture, 14
dissimulation, 16
Lucy_in_the_sky_with_diamonds, 13
education, 18
employ, 38
politic, 14
alcohol_addiction, 5
allowing, 2
temperance, 19
rupture, 5
reconditeness, 12
serial_publication, 4
nonconformity, -24
cathexis, 3
hear, -10
unacceptability, -6
connote, -3
1, 7
stimulation, -5
unfavorableness, -6
legal_profession, 4
expected_value, 5
show, 22
procure, 3
unmeaningly, -2
co-op, 3
unauthoritative, -2
demonstrativeness, 5
obedience, 17
sex_activity, 5
nonfiction, -6
lack, 3
serve_up, 6
