levity, 9, 3.6874979975442e-05
expletive, -3, 3.92126107756254e-05
stuff and nonsense, -2, 3.92126107756254e-05
generalisation, -1, 3.92126107756254e-05
proven, 3, 3.31114863746234e-05
unsure, -12, 3.6874979975442e-05
inept, -9, 3.6874979975442e-05
bird feeder, 2, 3.92126107756254e-05
perverted, -9, 3.6874979975442e-05
inconsequential, -12, 3.6874979975442e-05
issue, -1, 3.92126107756254e-05
mistrial, -3, 3.31114863746234e-05
harp, -2, 3.92126107756254e-05
bloodletting, -3, 3.92126107756254e-05
poker chip, -2, 3.92126107756254e-05
dwelling, 4, 3.92126107756254e-05
taken, 6, 3.31114863746234e-05
misexpound, -3, 3.31114863746234e-05
prat, -3, 3.92126107756254e-05
bowl over, -3, 3.92126107756254e-05
meld, -2, 3.92126107756254e-05
xerox machine, -1, 3.92126107756254e-05
defiantly, -7, 3.6874979975442e-05
headwaiter, 2, 3.92126107756254e-05
agitation, -6, 0.000154147195309969
unfamiliar with, -3, 3.31114863746234e-05
toughie, -2, 3.92126107756254e-05
evasiveness, -2, 3.92126107756254e-05
trump, 2, 3.6874979975442e-05
unscratched, -3, 3.31114863746234e-05
cataplasm, -1, 3.92126107756254e-05
uncommitted, -3, 3.31114863746234e-05
felicity, 9, 3.6874979975442e-05
clang, -3, 3.92126107756254e-05
magnetic dip, 3, 3.92126107756254e-05
descend, -3, 3.92126107756254e-05
simple eye, -2, 3.92126107756254e-05
unmanageability, -3, 3.31114863746234e-05
covetousness, -3, 3.92126107756254e-05
out loud, -1, 3.92126107756254e-05
appointee, 2, 3.92126107756254e-05
civility, 9, 0.000154147195309969
settling, 2, 3.92126107756254e-05
hinge upon, 2, 3.92126107756254e-05
artistic, 6, 3.31114863746234e-05
violent storm, -3, 3.92126107756254e-05
exercise, 1, 3.92126107756254e-05
batting, 2, 3.92126107756254e-05
peevishness, -3, 3.92126107756254e-05
unpresumptuousness, -3, 3.31114863746234e-05
breathlessness, 3, 3.6874979975442e-05
pawn, -2, 3.92126107756254e-05
asphyxiate, -3, 3.92126107756254e-05
favor, 15, 0.000154147195309969
unfaithfulness, -3, 3.31114863746234e-05
bewitchment, 2, 3.92126107756254e-05
unbooked, -3, 3.31114863746234e-05
unamazement, -3, 3.31114863746234e-05
wealthy, 9, 3.6874979975442e-05
set ashore, -1, 3.92126107756254e-05
the tempter, -3, 3.92126107756254e-05
unconsidered, -3, 3.31114863746234e-05
diseased, -9, 0.000154147195309969
unguardedly, -3, 3.31114863746234e-05
evocation, 1, 3.92126107756254e-05
satisfying, 12, 3.6874979975442e-05
undamped, -3, 3.31114863746234e-05
foot up, 1, 3.92126107756254e-05
move through, -2, 3.92126107756254e-05
restful, 15, 0.000154147195309969
unbeaten, -3, 3.31114863746234e-05
mallard, -3, 3.31114863746234e-05
crest, 3, 3.92126107756254e-05
siege, -7, 0.000154147195309969
superstar, 3, 3.92126107756254e-05
sir oliver lodge, -2, 3.92126107756254e-05
nonalignment, -3, 3.31114863746234e-05
disrelated, -3, 3.31114863746234e-05
manipulative, -9, 3.6874979975442e-05
dribbling, -1, 3.92126107756254e-05
disassemble, -5, 3.92126107756254e-05
impersonal, -12, 0.000154147195309969
unnotable, -3, 3.31114863746234e-05
maximise, 3, 3.92126107756254e-05
unrealistic, -9, 3.6874979975442e-05
lenity, 2, 3.92126107756254e-05
tutelage, 1, 3.92126107756254e-05
oath, -3, 3.92126107756254e-05
misrepresentation, -9, 3.6874979975442e-05
regardfully, 3, 3.31114863746234e-05
estimate, 1, 3.92126107756254e-05
carrier bag, -2, 3.92126107756254e-05
nonprosecution, -3, 3.31114863746234e-05
valiantly, 10, 3.6874979975442e-05
dent, 1, 0.000156288028708948
dodging, -3, 3.92126107756254e-05
magazine, 2, 3.92126107756254e-05
satisfactorily, 15, 0.000154147195309969
loathly, -9, 3.6874979975442e-05
break out, -3, 3.92126107756254e-05
invertebrate foot, 1, 3.92126107756254e-05
dalliance, -3, 3.92126107756254e-05
booth, -2, 3.92126107756254e-05
proof, 2, 3.92126107756254e-05
grammatic, 3, 3.31114863746234e-05
appreciable, 15, 0.000154147195309969
indirect, -6, 3.92126107756254e-05
merry andrew, -3, 3.92126107756254e-05
drub, -3, 3.92126107756254e-05
schoolhouse, 2, 3.92126107756254e-05
unoften, -3, 3.31114863746234e-05
indirect initiative, -3, 3.31114863746234e-05
flail, -3, 3.92126107756254e-05
steady down, 3, 3.92126107756254e-05
wish well, 3, 3.92126107756254e-05
bobble, -3, 3.92126107756254e-05
immorally, -7, 3.6874979975442e-05
frenetic, -9, 3.6874979975442e-05
pregnable, 3, 3.31114863746234e-05
thin out, -3, 3.92126107756254e-05
enchanting, 12, 3.6874979975442e-05
unlawful, -9, 0.000154147195309969
objurgate, -3, 3.92126107756254e-05
base hit, 2, 3.92126107756254e-05
finality, 3, 3.92126107756254e-05
owned, 3, 3.31114863746234e-05
abash, -6, 3.6874979975442e-05
divvy up, 3, 3.92126107756254e-05
soundness, 9, 0.000154147195309969
kingmaker, 7, 3.6874979975442e-05
cutoff, -1, 3.92126107756254e-05
curler, -1, 3.92126107756254e-05
unsteady market, -3, 3.31114863746234e-05
nonprofessional, -3, 3.31114863746234e-05
miserable, -9, 0.000154147195309969
arresting, 9, 3.6874979975442e-05
shoot for, 3, 3.92126107756254e-05
drill hole, -3, 3.92126107756254e-05
sturm und drang, -3, 3.92126107756254e-05
trim back, -3, 3.92126107756254e-05
recurrence, 2, 3.92126107756254e-05
banknote, 2, 3.92126107756254e-05
reprovingly, -7, 3.6874979975442e-05
packet boat, 1, 3.92126107756254e-05
karyon, 1, 3.92126107756254e-05
goofproof, 3, 3.92126107756254e-05
intrepid, 3, 3.31114863746234e-05
draconian, -9, 3.6874979975442e-05
unadvised, -3, 3.31114863746234e-05
conditions, 2, 3.92126107756254e-05
contumaciously, -3, 3.92126107756254e-05
protection, 9, 0.000154147195309969
verbal expression, 1, 3.92126107756254e-05
recover, 6, 3.6874979975442e-05
detestably, -6, 3.6874979975442e-05
environs, -2, 3.92126107756254e-05
nonbook, -3, 3.31114863746234e-05
obliterated, -9, 3.6874979975442e-05
mormon state, 1, 3.92126107756254e-05
junkie, -3, 3.92126107756254e-05
expansiveness, 6, 3.92126107756254e-05
cola, -3, 3.92126107756254e-05
colza, -2, 3.92126107756254e-05
contested, 3, 3.31114863746234e-05
diadem, 2, 3.92126107756254e-05
dissimulation, -6, 3.92126107756254e-05
bicycle seat, -2, 3.92126107756254e-05
commixture, -2, 3.92126107756254e-05
washables, -1, 3.92126107756254e-05
raptureous, 6, 3.6874979975442e-05
sum up, 2, 3.92126107756254e-05
jocosity, 3, 3.92126107756254e-05
employ, 4, 3.92126107756254e-05
peter, -2, 3.92126107756254e-05
prang up, -2, 3.92126107756254e-05
callus, -1, 3.92126107756254e-05
double-dealing, -1, 3.92126107756254e-05
twinkle, 3, 3.92126107756254e-05
oneirism, 3, 3.92126107756254e-05
unpaid worker, 2, 3.92126107756254e-05
hothead, -6, 3.6874979975442e-05
needfully, 3, 3.92126107756254e-05
face-off, -3, 3.92126107756254e-05
waggery, -2, 3.92126107756254e-05
temperance, 9, 0.000154147195309969
rupture, -9, 0.000154147195309969
tape drive, 2, 3.92126107756254e-05
verve, 3, 3.92126107756254e-05
ghostwrite, -2, 3.92126107756254e-05
flip one's wig, -2, 3.92126107756254e-05
take heed, -2, 3.92126107756254e-05
reconditeness, -3, 3.92126107756254e-05
squash vine, -3, 3.92126107756254e-05
proclamation, 2, 3.92126107756254e-05
hear, 1, 3.92126107756254e-05
cathexis, -2, 3.92126107756254e-05
stanchly, 3, 3.92126107756254e-05
unacceptability, -3, 3.31114863746234e-05
post-mortem, 2, 3.92126107756254e-05
jostle, 1, 3.92126107756254e-05
1, 3, 3.92126107756254e-05
connote, -2, 3.92126107756254e-05
unfavorableness, -3, 3.31114863746234e-05
playfulness, 3, 3.92126107756254e-05
lubricating oil, -2, 3.92126107756254e-05
tipsiness, 1, 3.92126107756254e-05
evanesce, 2, 3.92126107756254e-05
hops, -1, 3.92126107756254e-05
show, 2, 4.30139771973539e-05
reducing, -2, 3.92126107756254e-05
unauthoritative, -3, 3.31114863746234e-05
demonstrativeness, 3, 3.31114863746234e-05
chicago, -2, 3.92126107756254e-05
sobering, -9, 3.6874979975442e-05
suction stop, 2, 3.92126107756254e-05
nonfiction, -3, 3.31114863746234e-05
lack, -9, 0.000154147195309969
all-fired, -3, 3.92126107756254e-05
passenger vehicle, -1, 3.92126107756254e-05
combat zone, -1, 3.92126107756254e-05
wheel, -3, 3.92126107756254e-05
petitioner, 1, 3.92126107756254e-05
kick down, 1, 3.92126107756254e-05
perspicuously, 6, 3.6874979975442e-05
disjoined, -3, 3.31114863746234e-05
posit, -2, 3.92126107756254e-05
plonk down, -1, 3.92126107756254e-05
dissension, -6, 3.6874979975442e-05
superstitious notion, -3, 3.92126107756254e-05
immediately, 2, 3.92126107756254e-05
cooked, 3, 3.31114863746234e-05
determinateness, 3, 3.31114863746234e-05
acceptance, 9, 0.000154147195309969
baptistry, 1, 3.92126107756254e-05
buy off, 2, 3.92126107756254e-05
mesmerize, 6, 3.6874979975442e-05
fresh, 5, 0.000154147195309969
condemn, -9, 0.000154147195309969
bronco buster, -1, 3.92126107756254e-05
remorsefully, -7, 3.6874979975442e-05
attendant, 6, 3.92126107756254e-05
gest, 3, 3.31114863746234e-05
gather, 1, 3.92126107756254e-05
railroad tie, -1, 3.92126107756254e-05
begging, -10, 3.6874979975442e-05
grievances, -9, 3.6874979975442e-05
delectability, 3, 3.31114863746234e-05
advertizing, 1, 3.92126107756254e-05
superlative degree, 3, 3.92126107756254e-05
misquote, -3, 3.31114863746234e-05
fuss-budget, -3, 3.92126107756254e-05
widen, 2, 3.92126107756254e-05
mite, -3, 3.92126107756254e-05
explode, -7, 0.000154147195309969
put aside, -2, 3.92126107756254e-05
thoughtless, -9, 0.000154147195309969
elation, 7, 3.6874979975442e-05
swampland, -2, 3.92126107756254e-05
hypocrites, -6, 3.6874979975442e-05
circumscribed, 3, 3.31114863746234e-05
name and address, 2, 3.92126107756254e-05
reconcile, 6, 0.000154147195309969
stirring, 9, 3.6874979975442e-05
department of energy, 2, 3.92126107756254e-05
unwashed, -3, 3.31114863746234e-05
green river, 1, 3.92126107756254e-05
pasturage, -2, 3.92126107756254e-05
chiffonier, -1, 3.92126107756254e-05
urn, 3, 3.31114863746234e-05
rhythmical, 4, 3.92126107756254e-05
scarer, -2, 3.92126107756254e-05
bring round, 2, 3.92126107756254e-05
spook, -7, 3.6874979975442e-05
irreversible, -15, 3.6874979975442e-05
dumbfounded, -6, 3.6874979975442e-05
isidor feinstein stone, 2, 3.92126107756254e-05
inclining, 6, 3.92126107756254e-05
