reinstate, 1
learner, 1
affluence, 1
amicable, 1
swear, -1
capture, -2
wonder, 1
denial, -1
sage, 1
deceit, -1
allure, 1
fidelity, 1
susceptible, -1
saint, 1
logical, 1
ignorant, -1
chore, -1
frivolous, -1
slander, -1
impatient, -1
smitten, 1
coercive, -1
sincerity, 1
rapture, 1
polite, 1
handicap, -1
disobedient, -1
betrothal, 1
coordination, 1
attendance, 1
dictatorial, -1
hallowed, 1
unarm, -1
entertainment, 1
thankful, 1
witchcraft, -1
ruffian, -1
ineffectualness, -1
burglar, -1
senseless, -1
laugh, 3
facilitate, 1
annihilate, -1
playful, 1
compassion, 1
benefactor, 1
evasion, -1
atrophy, -1
decipher, 1
outrageous, -1
aggravation, -1
mellow, 1
indictment, -1
oppression, -1
hostility, -1
perfect, 3
arisen, 1
indeterminable, -1
inhibit, -1
mend, 1
curtail, -1
sensitive, 1
sickly, -1
difficult, -1
vigilance, 1
unworthy, -1
melody, 1
appreciate, 1
atrocious, -1
hazardous, -1
pound, -1
adulterate, -1
overcome, 1
shameless, -1
shady, -1
glamour, 1
monotony, -1
pertinent, 1
important, 1
novice, -1
forbidden, -1
spectacular, 1
obliterate, -1
inaccessible, -1
swoon, 1
intimidate, -1
gunmen, -1
bore, -3
reclaim, 1
adherent, 1
healthful, 1
overflow, -1
baptism, 1
topmost, 1
uneasy, -1
pass, -2
diligent, 1
anomalous, -1
attain, 1
exotic, 1
bizarre, -1
humanity, 1
motley, -1
ineffectiveness, -1
ache, -1
inequality, -1
stability, 1
adaptation, 1
nasty, -1
unfavorable, -1
relief, 1
inefficiency, -1
blissful, 1
tolerable, -1
selfishness, -1
ambiguity, -1
anxious, -2
augmentation, 1
aggression, -1
notable, 1
drought, -1
accommodation, 1
apocalypse, 1
ignoble, -1
ineffectual, -1
bail, -1
superstition, -1
excitement, 1
mine, -1
limitation, -1
condescension, -1
support, 4
object, -1
deplete, -1
blameless, 1
parasite, -1
pinch, -2
brittle, -1
forgive, 1
potent, 1
get, -1
honorable, 1
woe, -1
distort, -1
volatile, -1
mumble, -1
turmoil, -1
consistency, 1
torrent, -1
accede, 1
loveliness, 1
outrun, 1
superlative, 1
brilliant, 1
alight, 1
censorship, -1
complete, 2
restoration, 1
kick, -3
content, 3
steadfast, 1
profound, 1
supportive, 1
aptitude, 1
disadvantageous, -1
daunting, -1
wastefulness, -1
integrity, 1
liquidation, -1
defy, -1
deficit, -1
stain, -1
disease, -1
studious, 1
baffle, -1
impair, -1
premium, 1
poignant, 1
negative, -1
religious, 1
stole, -1
mate, 2
unbelievable, -1
deviate, -1
hate, -3
shock, -5
moody, -1
luminous, 1
bad, -1
skirmish, -1
justifiably, 1
goddamn, -1
blur, -1
vagabond, -1
clutter, -1
clamorous, -1
miraculous, 1
create, 1
continuity, 1
romance, 1
irk, -1
gall, -1
twitch, -1
hypocrisy, -1
drowsy, -1
combatant, -1
approach, 2
pointless, -1
efficacy, 1
hot, -1
horrible, -1
disapprove, -1
altruistic, 1
refusal, -1
communion, 1
decease, -1
commiseration, -1
memorable, 1
honeymoon, 1
frightful, -1
chosen, 1
piety, 1
stammer, -1
absence, -1
shroud, -1
upgrade, 1
darkness, -1
woeful, -1
threat, -1
futility, -1
preposterous, -1
modernity, 1
smear, -1
sad, -1
inauguration, 1
grateful, 1
defender, 1
foreign, -1
comprehend, 1
insolence, -1
lover, 2
idealism, 1
unfair, -1
horrify, -1
cute, 1
superficial, -1
runaway, -1
tolerate, 1
mock, -1
irritable, -1
coercion, -1
perseverance, 1
faint, -1
plain, 4
backbone, 1
marry, 2
cure, 2
whack, -1
call, 1
misinformed, -1
undone, -1
giddy, 1
discriminate, -1
banishment, -1
excite, 2
hug, 1
jar, -1
humble, 1
inexact, -1
rouse, 1
intrigue, 1
capital, -1
durability, 1
companionship, 1
wreck, -1
educational, 1
adversary, -1
pretense, -1
imperfect, -1
meek, -1
cataclysm, -1
anomaly, -1
valid, 1
amenable, 1
unnecessary, -1
save, 1
prime, 1
distinction, 1
endanger, -1
inexplicable, -1
disprove, -1
dynamic, 1
commendation, 1
monstrous, -1
open, 2
magnificent, 1
significant, 1
commoner, -1
ecstatic, 1
beg, -1
salvation, 1
ostracize, -1
hope, 2
untruth, -1
jeopardy, -1
thrive, 1
flaw, -1
argument, -1
knife, -1
recompense, 1
impede, -1
immature, -1
ingenious, 1
chum, 1
sweetness, 1
criminal, -1
right, 2
capable, 1
co-operation, 1
coherent, 1
fret, -1
divinity, 1
subjection, -1
cultivation, 1
unclean, -1
smack, -1
natural, 2
fullness, 1
boundless, 1
subtle, 1
refugee, -1
warp, -1
outcry, -1
berserk, -1
plentiful, 1
scrupulous, 1
blatant, -1
marriage, 1
reprehensible, -1
burdensome, -1
fix, -1
ferocious, -1
prowl, -1
subjugate, -1
sick, -4
affectation, -1
obnoxious, -1
flaunt, 1
completeness, 1
cruelty, -1
nix, -1
optimism, 1
war, -1
insult, -1
contempt, -1
fire, -3
selective, 1
stray, -1
extol, 1
babble, -1
attend, 1
embrace, 2
adverse, -1
dawn, 1
uncouth, -1
prisoner, -1
belittle, -1
staple, 1
mastery, 1
populous, 1
glum, -1
resourcefulness, 1
bungle, -1
ravage, -1
incompetence, -1
hungry, -1
graceful, 1
faithfulness, 1
incurable, -1
altercation, -1
omission, -1
pollute, -1
remarkable, 1
rational, 1
meaningful, 1
flagrant, -1
experience, 2
eccentricity, -1
displace, -1
feign, -1
congested, -1
fighter, -1
carelessness, -1
blast, -2
aggregation, 1
indispensability, 1
sour, -1
regal, 1
inherit, 1
banal, -1
convene, 1
luck, 1
inaugurate, 1
sloth, -1
deadlock, -1
blame, -2
affirm, 1
recklessness, -1
bewilder, -1
rampant, -1
hapless, -1
deadly, -1
novelty, 1
leak, -1
subsidize, 1
worn, -2
mint, 1
exclude, -1
foremost, 1
unhurried, 1
delicacy, 1
shark, -1
phobia, -1
melodramatic, -1
seriousness, 1
momentous, 1
vastness, 1
failure, -1
uprising, -1
inseparable, 1
wary, -1
rotten, -1
monotonous, -1
majestic, 1
frantically, -1
partnership, 1
haunt, -1
pick, -1
manly, 1
clean, 2
main, 1
shoot, -3
erode, -1
ruthless, -1
virtuous, 1
upward, 1
din, -1
cursory, -1
basic, 2
advance, 3
mercy, 1
wretchedness, -1
benign, 1
somber, -1
meddle, -1
defiant, -1
heedless, -1
drive, -1
tear, -2
bloodshed, -1
blemish, -1
flourish, 1
distinguish, 2
contradict, -1
harsh, -1
sorrow, -1
mistaken, -1
excellent, 1
leakage, -1
distracting, -1
nourishment, 1
contemptuous, -1
renewal, 1
patronize, -1
corruption, -1
devious, -1
destitute, -1
compatible, 1
abuse, -2
cheater, -1
toil, -1
recoil, -1
buy, 1
raid, -1
opponent, -1
conceal, -1
fat, -3
oblige, 1
crushing, -1
refuge, 1
vague, -1
wrath, -1
irritation, -1
prohibit, -1
entrust, 1
renovation, 1
congregate, 1
odd, -1
flashy, 1
theft, -1
multitude, 1
merriment, 1
inconsistency, -1
amiable, 1
bankruptcy, -1
petty, -1
massacre, -1
productive, 1
maturity, 1
surmount, 1
arbitrate, 1
resplendent, 1
anoint, 1
beloved, 1
agitator, -1
proprietary, 1
sunder, -1
throw, -2
stolen, -2
desirable, 1
exact, 2
inflation, -1
coax, 1
outrage, -1
invulnerable, 1
provide, 1
supreme, 2
invite, 2
shelter, 2
unscrupulous, -1
static, -1
optional, 1
aversion, -1
plausibility, 1
wrong, -2
controversial, -1
unhealthy, -1
punch, -1
terrible, -1
decadent, -1
stand, 1
ceaseless, 1
charitable, 1
alienation, -1
farsighted, 1
serene, 1
luxurious, 1
fickle, -1
mutter, -1
junk, -1
accrue, 1
descry, 1
fist, -1
dark, -1
betray, -1
creativity, 1
sanctify, 1
consummate, 1
assurance, 1
care, 2
accommodate, 1
touchy, -1
greet, 2
stuffy, -1
quandary, -1
stupendous, 1
jubilant, 1
yawn, -1
joyful, 1
brutality, -1
inspiration, 1
exempt, -1
collaborate, 1
damn, -1
heroism, 1
flimsy, -1
dare, 1
devote, 2
empathy, 1
provocation, -1
succeed, 1
simplistic, -1
tease, -1
cynical, -1
patient, 2
distortion, -1
cheery, 1
sincere, 1
benefit, 3
genial, 1
study, -1
harassment, -1
pledge, 1
accessible, 1
endorse, 1
dissention, -1
outset, 1
mischief, -1
droop, -1
suspicious, -1
horrid, -1
survive, 1
injury, -1
damned, -1
acclaim, 1
dull, -1
reconciliation, 1
menial, -1
arrogance, -1
undid, -1
erroneous, -1
callous, -1
willful, 1
dissent, -1
bloody, -1
proper, 1
denounce, -1
befitting, 1
devotion, 1
weed, -1
slight, -4
encouragement, 1
mobilize, 1
nervous, -1
championship, 1
gash, -1
apprehension, -1
visionary, 1
mistake, -3
contradiction, -1
attract, 1
scamper, 1
hostile, -1
awkward, -1
indifferent, -1
remodel, 1
jeer, -1
blow, -2
augment, 1
inference, 1
uppermost, 1
beset, -1
immobility, -1
asunder, -1
lively, 1
sleepless, -1
preparatory, 1
spiteful, -1
bombard, -1
festive, 1
crude, -1
hinder, -1
fearless, 1
dismal, -1
skillful, 1
advancement, 1
entertain, 2
jumpy, -1
cherish, 2
culminate, 1
innovate, 1
detract, -1
balk, -1
godlike, 1
complexity, -1
trick, -2
cooperate, 1
threaten, -1
unlucky, -1
vitality, 1
fulfillment, 1
debtor, -1
dead, -1
unwilling, -1
anarchy, -1
ironic, -1
potency, 1
concur, 1
engage, 1
unsteady, -1
disconcerted, -1
energize, 1
entreat, -1
farce, -1
invincible, 1
ungrateful, -1
ridiculous, -1
plight, -1
doomsday, -1
retaliate, -1
transgress, -1
fallacy, -1
deceitful, -1
cold, -4
normal, 1
dirty, -1
punctual, 1
hazy, -1
astray, -1
dreary, -1
wise, 5
torment, -1
discontent, -1
beggar, -1
aggressiveness, -1
unobserved, -1
slanderous, -1
rattle, -1
resurrect, 1
withhold, -1
untouched, 1
accost, -1
compel, -2
fiery, 1
venerable, 1
delightful, 1
daring, 1
liable, -1
extravagant, -1
contemptible, -1
security, 2
prudence, 1
suave, 1
conspirator, -1
cheap, -1
noiseless, 1
frank, 1
likable, 1
costly, -1
subversion, -1
ailment, -1
captivation, 1
dear, 2
dilemma, -1
afflict, -1
forbid, -1
enrichment, 1
clash, -1
art, 2
competent, 1
wound, -3
ardent, 1
austere, -1
belie, -1
quarrelsome, -1
proud, 1
homage, 1
luxuriant, 1
sworn, 1
posterity, 1
traumatic, -1
hoard, -1
overworked, -1
law, 1
stupidity, -1
gorgeous, 1
bait, -1
charity, 1
understand, 2
revere, 1
foolish, -1
protective, 1
turn, -2
tamper, -1
confide, 1
disapproval, -1
iron, -2
redemption, 1
innocence, 1
tempt, 1
split, -1
agony, -1
understood, 1
perish, -1
cost, -2
sane, 1
resolved, 1
unavoidable, -1
deficient, -1
absent-minded, -1
consign, 1
insensible, -1
timidity, -1
brat, -1
glorify, 1
renunciation, -1
anxiety, -1
boredom, -1
antiquated, -1
shame, -1
faithful, 1
nourish, 1
garnish, 1
commonplace, -1
bug, -1
unsteadiness, -1
run, -2
smart, 3
resentment, -1
founder, -1
negotiate, 1
improper, -1
severity, -1
lawful, 1
precedent, 1
yearn, -1
staunch, 1
lucrative, 1
tax, -1
mourn, -2
dispel, -1
hygiene, 1
enchantment, 1
fortunate, 1
unattractive, -1
please, 2
justification, 1
tatter, -1
communicate, 2
grandeur, 1
anxiousness, -1
solace, 1
bolster, 1
generosity, 1
appoint, 2
endurance, 1
fabulous, 1
hack, -1
barbarian, -1
distinct, 1
civilization, 1
destructive, -1
disappoint, -4
commemoration, 1
satisfactory, 1
manslaughter, -1
arduous, -1
surge, 1
wane, -1
relish, 1
blah, -1
spinster, -1
affection, 1
lame, -1
enrich, 1
defeat, -2
ineffective, -1
distress, -2
reverently, 1
obedient, 1
demise, -1
delusion, -1
intellect, 1
salute, 1
grab, -1
prosperous, 1
decent, 1
home, 1
murky, -1
ease, 2
impose, -1
tenacious, 1
avenge, -1
masterful, 1
lazy, -1
stab, -1
undependability, -1
tranquil, 1
superior, 1
wickedness, -1
misrepresent, -1
sense, 2
fellowship, 1
softness, 1
belt, -1
confederation, 1
loner, -1
laughter, 1
violent, -1
dislike, -2
risky, -1
oppressive, -1
permit, 1
jubilee, 1
grand, 1
luxury, 1
haziness, -1
demon, -1
disgrace, -1
portable, 1
industrious, 1
splendid, 1
strain, -2
miss, -1
excel, 1
shred, -1
upfront, 1
pride, 1
thorough, 1
adjustable, 1
commonsense, 1
subservience, -1
accuracy, 1
damage, -2
togetherness, 1
opposition, -1
naive, -1
wayward, -1
imprisonment, -1
satisfy, 3
dispute, -2
condemnation, -1
plaintiff, -1
injure, -1
reliable, 1
envision, 1
tantrum, -1
prudent, 1
patience, 1
uneconomical, -1
great, 3
untrustworthy, -1
independence, 1
brainy, 1
hunt, -3
workable, 1
hustler, -1
cumbersome, -1
discern, 1
legitimate, 1
credit, 2
fulfill, 1
sullen, -1
fumble, -1
beautiful, 1
orphan, -1
fever, -1
force, -3
deter, -1
just, 2
crook, -1
effective, 1
invaluable, 1
prosecute, 1
soothe, 1
fuss, -1
strike, -2
damnable, -1
infallible, 1
aggressor, -1
violence, -1
coincident, 1
sagacity, 1
shove, -1
immovable, -1
alibi, -1
exterminate, -1
weep, -1
starvation, -1
precarious, -1
redeem, 1
fit, 2
intelligible, 1
perfume, 1
riches, 1
consideration, 1
dote, 1
offensive, -1
practicable, 1
picturesque, 1
desirous, 1
spotless, 1
accursed, -1
traditional, 1
exquisite, 1
reassure, 1
careful, 1
ruinous, -1
piece, -1
blurt, -1
communal, 1
pleased, 2
impress, 1
redundancy, -1
purposeful, 1
pleasantry, 1
outbreak, -1
hazard, -2
commission, 1
aristocracy, 1
neat, 1
assistance, 1
pandemonium, -1
indulge, -1
inconvenient, -1
nag, -1
persecute, -1
grievance, -1
epithet, -1
tense, -1
simplify, 2
sneer, -1
aware, 1
enthusiastic, 1
rebellion, -1
patron, 1
disingenuous, -1
radiance, 1
consent, 2
affix, 1
admirable, 1
lead, 1
besiege, -1
stud, 1
defensive, -1
respite, 1
secede, -1
credulous, -1
discord, -1
order, 2
bravado, -1
comic, 1
fertile, 1
prize, 1
ingenuity, 1
sag, -1
sorry, -2
hollow, -1
bothersome, -1
fed, -1
zest, 1
commend, 1
hideous, -1
proactive, 1
etiquette, 1
precipitate, -1
unhappy, -1
stable, 1
roughness, -1
favorable, 1
welfare, 1
treat, 1
appease, 1
savor, 1
council, 1
purify, 1
depress, -3
heartily, 1
vanity, -1
scandal, -1
instable, -1
hobble, -1
antagonize, -1
earnestness, 1
stifle, -1
rebellious, -1
attune, 1
warmhearted, 1
stylish, 1
romantic, 1
heart, 1
enjoyment, 1
back, 2
wee, -1
arrogant, -1
dominance, 1
cognizant, 1
confession, -1
fashionable, 1
guarantee, 2
savings, 1
benevolence, 1
authoritative, 1
unfamiliar, -1
irrational, -1
woo, 1
regret, -2
concession, 1
humility, 1
moderate, 1
scream, -2
sedentary, -1
opportunity, 1
discharge, -2
anarchist, -1
depreciation, -1
collaboration, 1
repeal, -1
affirmative, 1
acknowledgement, 1
hectic, -1
prominence, 1
interested, 2
befriend, 1
encourage, 2
prosecution, -1
corrosive, -1
sensible, 1
vicious, -1
gallant, 1
bribe, -1
console, 1
scheme, -2
civilize, 2
venom, -1
unfeeling, -1
eradicate, -1
trophy, 1
pessimism, -1
ghastly, -1
bound, -1
acquaintance, 1
utterance, -1
nonsense, -1
skill, 2
hater, -1
cramp, -1
love, 4
brawl, -1
dissatisfy, -1
recreation, 1
advocacy, 1
heaven, 1
magnetic, 1
reluctant, -1
misbehave, -1
protect, 1
compassionate, 1
allowable, 1
merciful, 1
grumble, -1
eliminate, -1
kind, 2
fall, -1
intricate, 1
exuberant, 1
mature, 3
terror, -1
refinement, 1
comfort, 3
cleanse, 1
generous, 1
pretty, 4
harmful, -1
deservedly, 1
unseen, -1
hardship, -1
attainment, 1
heinous, -1
casualty, -1
incessant, -1
strut, 1
jest, 1
lurk, -1
talented, 1
senile, -1
sturdy, 1
tolerance, 1
heroine, 1
thud, -1
abject, -1
nuisance, -1
thoughtful, 1
intelligence, 1
shrill, -1
abnormal, -1
manageable, 1
default, -1
service, -1
repent, 1
buckle, -1
angel, 1
adore, 1
pro, 1
shrew, -1
suffice, 1
affinity, 1
unjustified, -1
hopeless, -1
ameliorate, 1
thwart, -1
coordinate, 1
troublesome, -1
horror, -1
innocent, 1
writhe, -1
congratulate, 1
vulgar, -1
sputter, -1
loyalty, 1
sever, -1
surmise, 1
manipulate, -1
mix, -1
unwillingness, -1
ally, 1
spank, -1
discordant, -1
renovate, 1
sadness, -1
opportune, 1
straggler, -1
complaint, -1
wisdom, 1
enhance, 1
notoriety, 1
expensive, -1
navigable, 1
stubborn, -1
steal, -2
blackmail, -1
scoff, -1
arbitrary, -1
jointly, 1
grave, -5
expedient, -1
impatience, -1
forlorn, -1
richness, 1
illegal, -1
subscribe, 1
donation, 1
deny, -1
dumb, -1
foe, -1
boisterous, -1
promise, 2
contentment, 1
conjure, 1
misuse, -1
lying, -2
wrinkle, -1
consternation, -1
goodness, 1
void, -1
speedily, 1
combat, -2
skeptical, -1
infiltration, -1
sacred, 1
absurd, -1
resent, -1
screw, -1
patriotic, 1
fervent, 1
quicken, 1
consult, 1
unfortunate, -3
forfeit, -1
actual, 2
attachment, 1
belligerent, -1
progress, 2
detest, -1
victorious, 1
obscure, -1
infallibility, 1
execute, -1
safeguard, 1
fiasco, -1
differ, -1
plot, -1
edible, 1
cogent, 1
shiver, -1
accolade, 1
pompous, -1
boost, 2
wearisome, -1
gloat, -1
seize, -1
perturb, -1
special, 1
dissolution, -1
remorse, -1
arbiter, 1
exile, -1
propitious, 1
compliment, 1
humiliate, -1
servitude, -1
adaptive, 1
rip, -2
melancholy, -1
distract, -1
magnificence, 1
substantiate, 1
convict, -2
smile, 4
incompatibility, -1
excited, 1
mirth, 1
realistic, 1
efficient, 1
close, -2
stricken, -1
prejudicial, -1
limit, -3
sublime, 1
worthiness, 1
pleasant, 2
consistent, 1
doubt, -3
awful, -1
injunction, -1
panic, -1
assault, -2
kidnap, -1
block, -2
sober, 1
reject, -1
maladjusted, -1
allegiance, 1
pervert, -1
extinct, -1
qualify, 2
provoke, -1
chafe, -1
cynicism, -1
purification, 1
forward, 1
dwindle, -1
double, -2
battlefield, -1
repose, 1
ultimatum, -1
sly, -1
needy, -1
hedonistic, -1
beat, -3
repentance, 1
acrimony, -1
tolerant, 1
glossy, 1
outlive, 1
irony, -1
diabolical, -1
curt, -1
nuts, -1
entangle, -1
rebuff, -1
accession, 1
madness, -1
haughty, -1
epidemic, -1
valuable, 1
glamorous, 1
paradise, 1
squarely, 1
violate, -1
welcome, 4
incorrect, -1
engulf, -1
respectful, 1
autonomous, 1
handy, 1
eager, 1
firmness, 1
derision, -1
feud, -1
sought, 1
kid, 1
bountiful, 1
croak, -1
interrupt, -1
prosperity, 1
modesty, 1
overjoyed, 1
yelp, -1
defective, -1
delicate, 1
recalcitrant, -1
malady, -1
manipulation, -1
lamentable, -1
insidious, -1
cross, -3
ripe, 1
adhesive, 1
lure, -1
embarrassment, -1
counteraction, -1
let, -1
sweet, 4
amazing, 1
truant, -1
gruff, -1
deluge, -1
shadow, -1
envious, -1
wretch, -1
monster, -1
comedy, 1
palatable, 1
disastrous, -1
worst, -1
suffocate, -1
appall, -2
adroit, 1
desert, -2
approval, 1
boastful, -1
inflame, -1
dearth, -1
retire, -1
fury, -1
filthy, -1
nimble, 1
unmoved, -1
impetus, 1
signify, 1
chronic, -1
stamp, -1
storm, -1
undignified, -1
misery, -1
unauthentic, -1
insistent, 1
unruly, -1
snarl, -1
luckily, 1
bargain, 1
topple, -1
competitive, -1
excessive, -1
light, 2
usable, 1
ordeal, -1
validity, 1
perilous, -1
procrastinate, -1
irregular, -1
horn, -1
poverty, -1
relevant, 1
objective, 2
treaty, 1
abandonment, -1
fruition, 1
nurture, 1
preference, 1
courtly, 1
ugly, -1
shipwreck, -1
disclaim, -1
astound, 1
flawless, 1
zenith, 1
rescue, 2
vexing, -1
confident, 1
remarkably, 1
aggravate, -1
settle, 1
bogus, -1
fatal, -1
falsehood, -1
peerless, 1
inspire, 2
arrest, -1
lifeless, -1
grim, -1
insane, -1
clatter, -1
idolize, 1
gracious, 1
prestige, 1
misbehavior, -1
brusque, -1
subscription, 1
deserve, 1
oasis, 1
glean, 1
lyrical, 1
benevolent, 1
peaceable, 1
corrosion, -1
infection, -1
disaster, -1
fruitful, 1
nebulous, -1
ill, -4
cocky, -1
mischievous, -1
godliness, 1
motivated, 1
negligence, -1
involuntary, -1
marital, 1
cancellation, -1
sloppy, -1
refrain, -1
nice, 4
problem, -1
kindness, 1
conquer, 1
avoidance, -1
fatigue, -1
aggregate, 1
secrecy, -1
blind, -4
exhilaration, 1
avoid, -1
wasteful, -1
clever, 1
utilitarian, 1
foreboding, -1
empower, 1
illustrious, 1
rigor, -1
annoyance, -1
accomplishment, 1
fleeting, -1
popular, 1
owe, -1
warm, 5
unnoticed, -1
reasonable, 1
captive, -1
disavow, -1
drag, -1
explosion, -1
shrug, -2
crush, -2
moral, 1
disturb, -3
discouragement, -1
avaricious, -1
voluntary, 1
feudal, -1
abhor, -1
adhesion, 1
aggrieve, -1
repudiate, -1
partition, -1
fruitless, -1
salutation, 1
depreciate, -1
scorn, -1
extinguish, -1
almighty, 1
ambush, -2
meet, 1
doubtful, -1
dreadful, -1
disdain, -1
humor, 1
brotherhood, 1
oversight, -1
good, 1
grudge, -1
disable, -1
dependent, -1
clique, -1
suppress, -1
rash, -1
reputable, 1
brood, -1
concern, -2
suspend, -1
resentful, -1
blunt, -1
disorganized, -1
hassle, -1
cherub, 1
entanglement, -1
backwardness, -1
deplorable, -1
poisonous, -1
animosity, -1
artificial, -1
strife, -1
fantastic, 1
hysterical, -1
antagonism, -1
perplexity, -1
fallout, -1
violation, -1
chide, -1
indifference, -1
repulse, -1
defense, 1
absorption, 1
nobleman, 1
satisfaction, 1
embarrass, -1
conspire, -1
perplex, -1
congratulatory, 1
shrewd, 1
mistrust, -1
suit, 2
slime, -1
plenty, 1
glee, 1
taint, -1
interference, -1
unguarded, -1
