expletive, -3, 3.1210986267166e-05
levity, 9, 5.80075606835698e-05
stuff and nonsense, -2, 3.1210986267166e-05
generalisation, -1, 3.1210986267166e-05
unsure, -12, 5.80075606835698e-05
inept, -9, 5.80075606835698e-05
proven, 9, 3.05129310059451e-05
bird feeder, 2, 3.1210986267166e-05
public speaking, 3, 3.1210986267166e-05
perverted, -9, 5.80075606835698e-05
inconsequential, -12, 5.80075606835698e-05
issue, 3, 3.1210986267166e-05
mistrial, -9, 3.05129310059451e-05
harp, -1, 3.1210986267166e-05
poker chip, -2, 3.1210986267166e-05
bloodletting, -3, 3.1210986267166e-05
dwelling, 6, 3.05129310059451e-05
taken, 12, 3.05129310059451e-05
prat, -3, 3.1210986267166e-05
misexpound, -6, 3.05129310059451e-05
load, 4, 1.174916104589e-16
bowl over, -3, 3.1210986267166e-05
xerox machine, -1, 3.1210986267166e-05
meld, 3, 3.1210986267166e-05
headwaiter, 2, 3.1210986267166e-05
defiantly, -7, 5.80075606835698e-05
agitation, -6, 0.00035751418705181
unfamiliar with, -9, 3.05129310059451e-05
evasiveness, -2, 3.1210986267166e-05
toughie, -2, 3.1210986267166e-05
trump, 2, 5.80075606835698e-05
cataplasm, -1, 3.1210986267166e-05
unscratched, -6, 3.05129310059451e-05
felicity, 9, 5.80075606835698e-05
uncommitted, -9, 3.05129310059451e-05
clang, -3, 3.1210986267166e-05
magnetic dip, 3, 3.1210986267166e-05
descend, -3, 3.1210986267166e-05
simple eye, -2, 3.1210986267166e-05
out loud, 1, 3.1210986267166e-05
covetousness, -3, 3.1210986267166e-05
appointee, 3, 3.1210986267166e-05
unmanageability, -6, 3.05129310059451e-05
civility, 9, 0.00035751418705181
settling, 7, 3.05129310059451e-05
hinge upon, -2, 3.1210986267166e-05
artistic, 12, 3.05129310059451e-05
violent storm, -3, 3.1210986267166e-05
exercise, 2, 3.05129310059451e-05
batting, 2, 3.1210986267166e-05
peevishness, -1, 3.1210986267166e-05
breathlessness, 3, 5.80075606835698e-05
unpresumptuousness, -6, 3.05129310059451e-05
pawn, -2, 3.1210986267166e-05
asphyxiate, -3, 3.1210986267166e-05
favor, 15, 0.00035751418705181
bewitchment, 3, 3.1210986267166e-05
rarely, 3, 3.1210986267166e-05
unfaithfulness, -6, 3.05129310059451e-05
unbooked, -9, 3.05129310059451e-05
unamazement, -6, 3.05129310059451e-05
wealthy, 9, 5.80075606835698e-05
set ashore, 3, 3.1210986267166e-05
the tempter, -3, 3.1210986267166e-05
regretful, 6, 5.80075606835698e-05
diseased, -9, 0.00035751418705181
unconsidered, -9, 3.05129310059451e-05
evocation, 1, 3.1210986267166e-05
novelise, -1, 3.1210986267166e-05
satisfying, 12, 5.80075606835698e-05
unguardedly, -6, 3.05129310059451e-05
foot up, 1, 3.1210986267166e-05
move through, -2, 3.1210986267166e-05
undamped, -6, 3.05129310059451e-05
