expletive, 77
US Naval Reserve, 1
measles, -36
unmuzzling, -4
classist, 1
public speaking, 8
inconsequential, -41
representative government, 20
richer, 1
testimonial banquet, 21
dwelling, 118
out of measure, 2
prat, 827
islanded, 1
colorado, 6
deep-sunken, -1
floppiness, -3
apnea, -6
matter of fact, 21
get cold feet, 4
maxillary, 2
lumbar, 1
solitudinarian, 2
evasiveness, 19
bitter end, 29
first-chop, 7
cut_of_meat, 7
weather ship, 3
veloce, 2
crescentiform, 8
get a fix, 18
liege man, 28
cerebrum, 8
Beaumont, 1
mean time, 1
light-blue, 2
exercise, 699
marine animal, 9
villainousness, -7
make a funny, 16
chromism, 12
summons of death, 24
pawn, 74
sandwiching, -2
Diana, 49
bewitchment, 71
cheaters, 2
unamazement, 2
picking and choosing, 1
cirrus haze, 11
satisfying, 86
undamped, 4
Chiroptera, 6
spine-chilling, 5
clothier, 2
sax, 22
colluvies, 12
funnyman, 17
floweret, 2
cobalt green, 3
disrelated, -23
feline, 81
whyfor, 7
arcadian, -11
snoopy, 10
Rhesus factor, 20
unrealistic, -46
lenity, 49
manic depressive, 1
aeromotor, 7
rapid fire, 24
tautological, 4
sodality, 39
outcrop, 26
thermionic emission, -1
mail-order buying, 7
unremorsefully, -4
dent, 127
valiantly, 8
n-tuple linear algebra, 2
join the opposition, 10
break out, 17
county police, 7
booth, 46
debiting, 3
sparging, 14
slop pail, 2
delirium alcoholicum, 1
appreciable, 31
documentary, 95
working on, 17
podgy, 52
know inside out, 4
doctrinary, 3
indirect initiative, 3
amanuensis, 39
fire hook, 16
festooned pahoehoe, 11
enigmatic, -8
recollected, 18
disembarrass, -22
heave out, -5
unintermittingly, 3
householder, 13
uncompassionately, -4
hoot owl, 1
objurgate, 55
compatriot, 17
selling agent, 3
Arcadia, 18
pass_on, 65
despising, -17
Ionic, 3
loftily, 7
pluvious, 5
leave the country, 2
electronic-flash unit, 2
list price, 6
intrepid, 22
environs, 61
ten cents, 19
schoolmastering, 6
Paul Revere, 10
pheon, 54
cola, 2
bicycle seat, 3
commixture, 114
compurgation, 29
suffragism, 3
mass-produce, 15
dissociated, -22
callus, 1
cave art, 11
security agreement, 1
rural economy, 10
tangential, 14
proclamation, 60
be apprised of, 20
falcade, 7
biographical sketch, 26
gear train, 11
jostle, 100
broad spectrum, 25
gup, 26
connote, 47
ill-educated, -27
exec, 20
natural theology, 6
reducing, 10
Old Nick, 3
sell retail, 12
unauthoritative, -36
nethermost, 6
nonfiction, 32
mechanical engineer, 1
menstrual discharge, 3
combat zone, 9
Liberty Party, 14
weary-footed, 22
perspicuously, 7
go partners, 35
receiving set, 9
un-come-at-able, -16
disjoined, -40
labium, 25
interlacery, 10
tetrahedron, 10
dissension, -42
immediately, 41
not long ago, 2
interrelated, 25
cooked, 28
prostate gland, 1
goodwife, 12
by election, 4
idolistic, -2
show business, 28
egg sauce, 2
sailing packet, 5
samovar, 2
honorary, 3
nippy, 33
bounden, 9
amenities, 26
gantlet, 1
loutish, -52
begging, 16
stroke of wit, 19
go forth, 20
fuss-budget, 6
crambo clink, -1
mite, 87
thoughtless, -125
aguey, 2
elation, 49
swampland, 23
clock-watching, 3
magnetic_variation, 13
circumscribed, 37
carriage trade, 19
hold in view, 16
quantizable, 8
Hindu calendar, 1
skimmington, 16
peaked cap, 2
pasturage, 37
hacienda, 25
thurifer, 8
full-armed, 2
gold filled, 1
choicelessness, -2
eating tobacco, 6
rhythmical, 16
spook, 54
the special, 2
great wrong, -2
sporting chance, 12
Maurice_Ravel, 7
samarium, 5
swine flu, -15
excess, 44
absolute power, 10
sedan chair, 4
muchacho, 17
slough, 83
order of worship, 20
semblance, 235
love song, 20
ill-balanced sentences, -10
truism, 31
research rocket, 1
gaudiness, 28
hi-fi fan, 26
vested estate, 9
inadvisability, -29
sky-blue, 2
manifestly, 34
grow rank, 19
turbo-prop, 2
hob, -53
monotype, 4
short temper, 2
junk mail, 11
next in line, 4
attractive, 140
psychic, 1
inconcinnity, -12
high-flown, 64
triumph, 93
tap, 260
electric spark, 4
teratoid, 2
joint ownership, 13
urban renewal, 14
Les Laumes, 1
phototelegraphic, 3
envy, -3
fellow townsman, 2
myriotheist, 1
electroetching, 4
marquise, 3
nonce, 1
ritual observance, 38
cry havoc, 13
in this place, 5
segregate, 17
for public consumption, -1
linendrapers, 16
join together, 56
barrens, 7
bullnecked, 14
draw_poker, 7
blowpipe, 24
easy to understand, 7
emanative, 5
roughcast, 21
conch, 13
stenographer, 18
mental_synthesis, 7
exciting current, 3
tormentor, 34
owner, 19
subsidy, 73
cocksure, 15
promiscuousness, -18
seductive, 79
fainting, 16
adjective, 7
reassemble, 6
hesitation, -4
make use of, 62
bacchanalia, 21
badly off, -10
merchant ship, 3
knock it off, 22
dido, 17
inconvenience, -224
expatiate, 200
nasty blow, 16
dipped, 18
compelled, 5
earring, 45
kilogram, 17
ooze, 45
timbrel, 9
final extremity, 4
frill, 20
woodcraft, 7
call a break, 5
a little thing, 5
suspension, 166
adultery, 34
press heavy on, 22
anime, 2
dulcitude, 1
neurological, 4
exposure, 94
grid emission, -1
passe-temps, 11
fervent imagination, 1
recuperate, 32
grammar school, 5
take pride in, 2
ribbon grass, 3
topographic_point, 13
handlist, 16
moiety, 94
chickadee, 1
total agreement, 18
teach, 62
kick the beam, 2
navel, 15
vividness, 25
architect, 55
NW, 2
infixation, 17
inaptitude, -33
jig, 95
hotel broker, 1
by rights, 6
brush aside, -18
cut-and-dry, 15
boar, 23
open wound, 15
commercial enterprise, 21
allayed, 21
fridge, 1
cerebellar hemispheres, 8
Dutch cap, 2
stained, 21
midge, 24
thumb down, -6
materialise, 13
concerted action, 25
unintentional, -21
white, 83
not look like, 1
against the wind, 4
fathomlessness, 1
fidelity, 92
embrocation, 16
leavening, 6
pacificatory, 16
run for office, 8
mare's_nest, 57
bring into focus, 3
drive stakes, 4
school child, 4
obnoxiously, -7
endorser, 42
overluxuriant, 2
captor, 2
routing plane, 1
demonstratable, 16
brow, 97
put on airs, 20
composedly, 8
south wind, 1
crib, 239
taunting, 23
nonpros, 12
muster_out, -7
all wrong, -9
be engaged in, 4
skedaddling, 5
regolith, 40
oppression, 45
color spectrum, 6
get the hang of, 1
perfect, 223
snow-still, -1
defalcate, -23
zealotism, 10
slap at, 21
unconformity, -27
commit sin, -5
Turkish rug, 2
bug bomb, 18
politicking, 2
Marathon, 1
both, 16
demonstratability, 1
touch off, 30
intercepting, 1
sphagnum moss, 1
overmeasure, 38
rivet, 53
nonliving, -14
end-point control, 1
proliferating, 23
clutch_bag, 7
Hyades, 9
will to, 9
chicory, 5
overabundant, 3
carry back, 10
main royal, 2
spearhead, 27
lechery, 7
indefinable, -46
derivable from, 16
poor reputation, -7
easeful, 21
cock-and-pinch, 2
happy hunting ground, 10
cognize, 20
make possible, 17
ache to, 5
multilateral trade, 14
debacle, 56
vrouw, 18
overweight, 97
beat the system, 7
make strides, 33
drivel away, 7
downdraft, 10
Daedalian, 46
strong-arm man, 45
palm nut, 1
perorate, 41
needle valve, 7
far-ranging, 7
catch a ride, 2
crowd-pleasing argument, 4
grousing, -14
sailing dinghy, 5
make water, 2
unmodifiability, -1
frost-chequered, -1
brad, 4
no, 3
frow, 10
crocked, 27
out of doors, 5
the Nativity, 13
croton oil, 2
focalization, 17
need explanation, 5
love seat, 1
part company, -2
two-dimensional, 8
giddyhead, 1
deponent, 8
tip top, 1
harebrained, -11
superstition, 5
oppidan, 12
spoliator, 5
deploy, 84
replacement therapy, 3
running away, 13
aslope, 22
amathophobia, -1
ruminative, 17
His Holiness, 1
foxiness, 20
Renaissance tragedy, -1
diamondlike, 6
mopus, 15
toddy, 1
flash back, 16
unanalyzed mass, 1
pinch, 521
renege, 13
unpinion, -19
jade, 118
open classroom school, 1
age of consent, 10
anesthetize, 46
drive away, 11
chanticleer, 28
technological school, 1
moldboard plow, 3
coroner, 9
reevaluate, 3
ochroid, 18
climatotherapy, 3
tree, 31
carpetbag, 2
tetractinal, 3
Shire, 2
autarkic, -7
euphonic, 31
type metal, 1
footgear, 2
Gibraltar, 8
wide reading, 17
middle state, 15
race with, 1
govern, 169
crosswise, 17
full of risk, -3
playing cards, 26
unpayable, 9
incorporeal, -3
curl cloud, 11
native tongue, 1
duly constituted, 40
admission of light, 3
legation, 42
military attache, 11
hippocampus, 13
unconvincibility, 1
self-renouncing, 10
pendente lite, 3
misadvised, -34
tiltyard, 43
numberable, 4
insolvent debtor, -2
slivovitz, 2
progressive school, 1
valence shell, 7
sympathy strike, 8
hark back, 27
occasion, 159
extenuation, 42
ruling classes, 22
cumulo-stratus, 11
eat up, 61
animatedly, 9
gall, 217
oats, 24
pulling, 26
witchy, 4
horologe, 7
amphetamine sulfate, 13
boresome, 7
clockwork regularity, 14
eloquence, 29
uncircumscribed, 11
incidentally, 3
amphibious attack, 18
escamotage, 5
brush-off, -2
stockman, 13
damsel, 24
doyenne, 16
piety, 47
bunkie, 28
not kosher, -21
mignonette, 4
vivid description, 26
tailored, 31
puffed wheat, 8
prelateship, 8
beholden, 15
popular literature, 4
sojourn, 7
primitiveness, 17
inner-directed person, -3
crimper, 1
be persuaded, 7
unfair, -27
phototube, 2
semimetal, 2
rockoon, 2
unhoped for, -16
bodied, 4
veronica, 25
cure, 184
undoubtingly, -4
iniquitously, -8
fondness for society, 9
unguessing, -9
clubwoman, 33
preferential treatment, 16
kinesipathy, 14
darned, 7
arrow for, 1
sheik, 116
landing gear, 3
agile wit, 17
uranophotography, 1
dog-tired, 18
duncish, -10
results, 3
unexciting, -20
impugn, -2
consentient, 46
link with, 20
coadministration, 36
hidebound, 33
in contact with, 2
collective unconscious, 15
poloist, 25
infested, 3
uncovering, -35
ground-pea, 2
ameliorative, 5
day off, 34
Tuinal, 47
half-seen, -18
untenacity, -11
preciosity, 11
topgallant yard, 2
live and breathe, 4
role_player, -133
charter, 156
brief span, 10
Rhea, 47
down-reaching, 16
shoulder sleeve insignia, 14
living picture, 30
epicalyx, 6
reversing, 11
bullet-resisting glass, 1
mysteriously, 2
artfully, 22
infatuate, 83
tandem, 12
mangled, 41
tenantry, 24
appendant, 40
high-wire artist, 5
blow the horn, 21
blanch, 95
wedded wife, 12
in double time, 16
piling, 27
washbasin, 15
overconfident, 10
black sheep, 20
tunk, 25
screw propeller, 7
necessary, 186
world-self, 1
inner-directed, -1
deflorate, 9
polyclinic, 13
two or three, 3
foretime, 2
triarchy, 20
up and down, 7
sealing off, 23
dominant note, 13
diarist, 25
hawk, 37
waterblink, 2
core curriculum, 15
needlessness, 16
stream bed, 18
monte, 3
leg-of-mutton sail, 2
make clear, 79
pincers, 28
dun, 64
stand the costs, 6
nuptial apartment, 9
spacious mind, 3
circinate, 6
asperity, 124
dogfight, 24
close out, 53
Vanir, 2
introduce, 47
emptied, 11
rondoletto, 7
drifter, 48
in a huddle, 2
sluggishness, -13
cast of characters, 6
fire, 605
basso continuo, 14
extol, 32
senescent, 8
honors, 14
put to death, 33
reversal, 91
warp and woof, 46
whip along, 26
resourcefulness, 63
morphia, 46
touch_sensation, 31
dreamy, 30
nonaccomplishment, -28
besottedness, 6
weasand, 5
centrifugate, 11
the moon, 9
experience, 178
hand-to-mouth existence, 10
obsessive compulsion, 11
untold, -27
fellowman, 19
fire fight, 21
major in, 11
adamantine, -10
something fierce, -25
float up, 12
museful, 18
ease the rudder, 1
redundance, 18
crepe rubber, 1
repairing, 12
legato, 25
induction heat, 5
humoring, 2
noctivagation, 3
protein deficiency, -10
lexicological, 13
horizontal line, 17
the four elements, 23
diplomat, 38
negatively, -1
trim up, 11
pharisaical, 7
unaccountableness, -1
flaunting, 95
divergence, 175
beach, 21
squashiness, 2
carnal_knowledge, 133
play with, 39
under a cloud, 5
corn dodger, 1
scurf, 38
defective number, 8
take_out, 52
roll_out, 7
transfixation, 6
inflamed, 79
strive, 76
salesclerk, 3
lative, 5
graduate, 131
mistreat, 43
un-Christliness, -5
absolute interest, 18
preoccupancy, 24
dream symbolism, 2
nonsuccess, -6
Oboe, 1
spill the beans, 23
foremost, 75
small-scale, 12
Formica, 6
pickup, 114
sphacelate, 22
treading down, 3
Monroe Doctrine, 20
gasolier, 3
soybean oil, 2
haunt, 115
fraternize, 18
despondency, -2
calculate, 653
unwilledness, 5
extenuate, 63
well-stocked, 36
planetesimal, 15
peacemongering, 8
pathological, -4
weasel words, 7
pipe rack, 2
benthos, 14
benign, 99
lustrum, 23
world wide, 1
directorship, 69
snobbishness, 13
along these lines, 4
fish for, 23
flourish, 217
fear and trembling, 13
Hoenir, 2
riviera, 20
misanthropism, -1
gun dog, 1
tobacco user, 1
hourglass, 25
popping, 27
striolate, 8
the Graces, 4
downbeat, 12
break cover, 18
witling, 30
fast deal, 27
kasha, 8
magneto, 5
nativity, 23
dresser, 6
canto, 41
rural dean, 18
dummy up, 3
electrostatic induction, 1
the boot, -2
trim_down, 73
revived, 24
aposteme, 32
scoffing, 32
molecular biology, 20
red-hand, -1
reckon in, 27
uniting, 81
surprised, 26
blare forth, 12
impelling, 23
hertzian wave, 3
give the stick, 35
gametophyte, 14
Jim Crow law, 6
meal ticket, 7
frothiness, 16
ignorantness, -29
advocate, 209
valuation account, 5
undulant, 32
anoint, 35
grot, 14
extracts, 12
wearilessly, 3
smell_out, 13
acquainted with, 13
parings, 63
make money by, 10
NLRB, 1
go it alone, 1
college, 39
push_aside, -171
left-handedness, -3
tombac, 1
catch unawares, 6
give freely, 41
goose bumps, 22
wry, -1
measurably, 5
Bircher, 13
wing it, 27
Boston, 3
lunatic fringe, 20
plunge bath, 8
entombment, 3
plutonium bomb, 1
eluding, -1
weak stress, 9
sailcloth, 4
object_lens, 21
molded, 31
fern seed, 2
happy medium, 46
sagaciousness, 61
social activity, 11
garniture, 17
Bolshevik, 14
favorableness, 134
green gold, 1
third rank, 17
misdoubt, -2
take the lead, 55
unbeheld, -13
weary of life, 11
astonished, 40
equitable estate, 9
tonic sol-fa, 14
bourdon, 58
walk on eggshells, 7
overachiever, 2
civette green, 3
set of rooms, 5
Palomino, 1
go too far, 14
intolerant, 7
radio-frequency amplifier, 4
petticoat, 10
connect up, 9
field_of_view, 7
corelational, 2
currycomb, 25
chromotypy, 10
mental_object, 13
hayloft, 6
sturgeon, 1
fast, 131
hellion, 59
twentieth-century, 21
tonal, 67
rearrangement, 4
dare, 51
lodgement, 20
sol-fa, 37
unheralded, -14
to do, 1
poet, 32
rafts, 21
retractility, 3
magnetic induction, 1
norma, 17
go to pieces, 52
scrapworks, 4
in eclipse, 11
unproclaimed, -12
particularity, 88
ricercar, 21
air cylinder, 3
protein therapy, 3
ironmonger, 4
written music, 21
hitch a ride, 2
diocese, 35
shopping, 7
Broccio, 1
laundering, 2
push on, 57
adulterer, 1
janitress, 4
wedding, 57
mind-expanding drug, 25
untutored, -50
know the ropes, 5
three-legged race, 11
compressor, 4
ensconced, 13
four-master, 5
meathead, 5
biographical material, 4
