expletive, -57, 4.2268999915462e-05
levity, 10, 3.95738523536772e-05
stuff and nonsense, -21, 4.2268999915462e-05
inept, -5, 3.95738523536772e-05
unsure, -4, 3.95738523536772e-05
inconsequential, -4, 3.95738523536772e-05
perverted, -5, 3.95738523536772e-05
issue, -57, 4.2268999915462e-05
harp, -7, 4.2268999915462e-05
poker chip, -7, 4.2268999915462e-05
bloodletting, -21, 4.2268999915462e-05
prat, -813, 4.2268999915462e-05
bowl over, -57, 4.2268999915462e-05
meld, -133, 4.2268999915462e-05
defiantly, -2, 3.95738523536772e-05
agitation, -32, 3.95738523536772e-05
evasiveness, -13, 4.2268999915462e-05
trump, -6, 3.95738523536772e-05
felicity, 8, 3.95738523536772e-05
clang, -57, 4.2268999915462e-05
magnetic dip, 31, 4.2268999915462e-05
descend, -13, 4.2268999915462e-05
simple eye, -13, 4.2268999915462e-05
appointee, 7, 4.2268999915462e-05
covetousness, -31, 4.2268999915462e-05
civility, 8, 3.95738523536772e-05
violent storm, -7, 4.2268999915462e-05
exercise, -13, 4.2268999915462e-05
can, -813, 4.2268999915462e-05
batting, 7, 4.2268999915462e-05
peevishness, -57, 4.2268999915462e-05
breathlessness, -11, 3.95738523536772e-05
asphyxiate, -21, 4.2268999915462e-05
favor, 16, 3.95738523536772e-05
bewitchment, 7, 4.2268999915462e-05
wealthy, 3, 3.95738523536772e-05
the tempter, -57, 4.2268999915462e-05
regretful, -2, 3.95738523536772e-05
k, 111, 4.2268999915462e-05
diseased, -3, 3.95738523536772e-05
satisfying, 4, 3.95738523536772e-05
restful, 3, 3.95738523536772e-05
crest, 43, 4.2268999915462e-05
siege, -22, 3.95738523536772e-05
superstar, 241, 4.2268999915462e-05
sir oliver lodge, -13, 4.2268999915462e-05
manipulative, -3, 3.95738523536772e-05
impersonal, -4, 3.95738523536772e-05
maximise, 14, 4.2268999915462e-05
unrealistic, -3, 3.95738523536772e-05
lenity, 21, 4.2268999915462e-05
undeniable, 1, 4.2268999915462e-05
tutelage, 21, 4.2268999915462e-05
oath, -57, 4.2268999915462e-05
misrepresentation, -14, 3.95738523536772e-05
estimate, -31, 4.2268999915462e-05
carrier bag, -21, 4.2268999915462e-05
valiantly, 2, 3.95738523536772e-05
magazine, 21, 4.2268999915462e-05
dodging, -13, 4.2268999915462e-05
break out, -20, 4.2268999915462e-05
loathly, -3, 3.95738523536772e-05
satisfactorily, 2, 3.95738523536772e-05
booth, -21, 4.2268999915462e-05
dalliance, -43, 4.2268999915462e-05
indirect, -2, 4.2268999915462e-05
appreciable, 3, 3.95738523536772e-05
merry andrew, -31, 4.2268999915462e-05
schoolhouse, 7, 4.2268999915462e-05
drub, -43, 4.2268999915462e-05
flail, -28, 4.2268999915462e-05
steady down, 31, 4.2268999915462e-05
disembarrass, 13, 4.2268999915462e-05
wish well, 7, 4.2268999915462e-05
bobble, -601, 4.2268999915462e-05
immorally, -2, 3.95738523536772e-05
frenetic, -3, 3.95738523536772e-05
thin out, -31, 4.2268999915462e-05
enchanting, 3, 3.95738523536772e-05
unlawful, -2, 3.95738523536772e-05
objurgate, -31, 4.2268999915462e-05
finality, 13, 4.2268999915462e-05
abash, -8, 3.95738523536772e-05
divvy up, 31, 4.2268999915462e-05
soundness, 14, 3.95738523536772e-05
kingmaker, 22, 3.95738523536772e-05
miserable, -8, 3.95738523536772e-05
arresting, 3, 3.95738523536772e-05
drill hole, -13, 4.2268999915462e-05
shoot for, 21, 4.2268999915462e-05
sturm und drang, -13, 4.2268999915462e-05
trim back, -73, 4.2268999915462e-05
recurrence, 7, 4.2268999915462e-05
reprovingly, -2, 3.95738523536772e-05
goofproof, 13, 4.2268999915462e-05
draconian, -3, 3.95738523536772e-05
conditions, 21, 4.2268999915462e-05
protection, 8, 3.95738523536772e-05
recover, 14, 3.95738523536772e-05
detestably, -2, 3.95738523536772e-05
obliterated, -3, 3.95738523536772e-05
cola, -7, 4.2268999915462e-05
colza, -13, 4.2268999915462e-05
expansiveness, 13, 4.2268999915462e-05
junkie, -13, 4.2268999915462e-05
diadem, 7, 4.2268999915462e-05
bicycle seat, -7, 4.2268999915462e-05
dissimulation, -21, 4.2268999915462e-05
commixture, -43, 4.2268999915462e-05
raptureous, 2, 3.95738523536772e-05
jocosity, 21, 4.2268999915462e-05
unpaid worker, 7, 4.2268999915462e-05
oneirism, 73, 4.2268999915462e-05
twinkle, 13, 4.2268999915462e-05
waggery, -7, 4.2268999915462e-05
face-off, -21, 4.2268999915462e-05
hothead, -44, 3.95738523536772e-05
temperance, 8, 3.95738523536772e-05
rupture, -23, 3.95738523536772e-05
tape drive, 13, 4.2268999915462e-05
verve, 7, 4.2268999915462e-05
ghostwrite, -7, 4.2268999915462e-05
take heed, -13, 4.2268999915462e-05
reconditeness, -21, 4.2268999915462e-05
squash vine, -7, 4.2268999915462e-05
cathexis, -7, 4.2268999915462e-05
1, 43, 4.2268999915462e-05
playfulness, 7, 4.2268999915462e-05
reducing, -7, 4.2268999915462e-05
show, 21, 4.2268999915462e-05
chicago, -31, 4.2268999915462e-05
suction stop, 7, 4.2268999915462e-05
sobering, -3, 3.95738523536772e-05
lack, -15, 3.95738523536772e-05
perspicuously, 2, 3.95738523536772e-05
posit, -14, 4.2268999915462e-05
dissension, -14, 3.95738523536772e-05
superstitious notion, -7, 4.2268999915462e-05
acceptance, 14, 3.95738523536772e-05
buy off, 7, 4.2268999915462e-05
mesmerize, 22, 3.95738523536772e-05
condemn, -33, 3.95738523536772e-05
remorsefully, -2, 3.95738523536772e-05
begging, -15, 3.95738523536772e-05
handling, -7, 4.2268999915462e-05
grievances, -3, 3.95738523536772e-05
superlative degree, 7, 4.2268999915462e-05
fuss-budget, -21, 4.2268999915462e-05
widen, -13, 4.2268999915462e-05
mite, -73, 4.2268999915462e-05
explode, -14, 3.95738523536772e-05
put aside, -14, 4.2268999915462e-05
thoughtless, -5, 3.95738523536772e-05
elation, 14, 3.95738523536772e-05
swampland, -7, 4.2268999915462e-05
hypocrites, -2, 3.95738523536772e-05
name and address, 13, 4.2268999915462e-05
reconcile, 14, 3.95738523536772e-05
